,Isolate_1,Isolate_2,Isolate_3,Isolate_4,Colony Count,cfu/ml,value,Day,ID,Qtr,Treatment,Fat,Protein,Lactose,SNF,MUN,SCC,BHB,Acetone,sccact,logscc,subclinical,Maxsq,Minsq,Avgesq,Maxpoly,Minpoly,Avgepoly,cohort,day_within_cohort,merged_ID,bac_type,gram_sp,logcfu,sq_delta,poly_delta
435,Staphylococcus sp. Coagulase Negative,Streptococcus uberis,Streptococcus dysgalactiae,,"Colony Count: > 10,000 colony forming units/mL.",10000,,310,64545,LF,T,1.77,4.09,5.02,10.01,12.16167,26,-0.21,0.05,26000,14.66622400280318,0,35.2,34.8,35.01,35.3,32.0,34.24,3,10,64545.0TLF,Environmental,Positive,4.000043427276863,0.4000000000000057,0.4000000000000057
436,Staphylococcus sp. Coagulase Negative,Streptococcus uberis,Streptococcus dysgalactiae,,"Colony Count: > 10,000 colony forming units/mL.",10000,,310,64545,RF,T,1.89,4.05,4.83,9.76,12.46787,385,-0.21,0.05,385000,18.55449892024435,1,34.9,34.3,34.68,35.0,30.8,33.61,3,10,64545.0TRF,Environmental,Positive,4.000043427276863,0.6000000000000014,0.6000000000000014
437,Staphylococcus sp. Coagulase Negative,Streptococcus uberis,Streptococcus dysgalactiae,,"Colony Count: > 10,000 colony forming units/mL.",10000,,310,64545,RR,T,2.08,3.44,3.71,7.94,14.26042,1304,-0.31,0.0,1304000,20.31451243889316,1,33.5,32.9,33.18,33.9,30.4,33.27,3,10,64545.0TRR,Environmental,Positive,4.000043427276863,0.6000000000000014,0.6000000000000014
438,Staphylococcus hyicus,Streptococcus dysgalactiae,,,Colony Count: 400 CFU/ml,400,,325,64545,LF,T,2.31,4.23,4.95,10.02,17.20307,1,-0.36,0.07,1000,9.965784284662087,0,36.4,36.0,36.17,36.5,32.3,35.42,3,25,64545.0TLF,Environmental,Positive,2.603144372620182,0.3999999999999986,0.3999999999999986
439,Staphylococcus hyicus,Streptococcus dysgalactiae,,,Colony Count: 400 CFU/ml,400,,325,64545,RF,T,3.05,3.87,4.3,8.96,17.25772,851,-0.18,0.08,851000,19.69879960634805,1,35.6,35.1,35.36,35.6,30.3,33.67,3,25,64545.0TRF,Environmental,Positive,2.603144372620182,0.5,0.5
440,Staphylococcus hyicus,Streptococcus dysgalactiae,,,Colony Count: 400 CFU/ml,400,,325,64545,RR,T,1.71,3.73,4.09,8.59,16.84214,708,-0.37,0.03,708000,19.43338983474509,1,34.1,33.0,33.77,34.9,27.7,33.54,3,25,64545.0TRR,Environmental,Positive,2.603144372620182,1.1000000000000014,1.1000000000000014
441,Lactococcus lactis,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,310,64549,LF,T,2.36,4.21,4.95,10.05,12.1856,31,-0.47,0.06,31000,14.91998059504896,0,33.7,33.2,33.43,33.7,30.9,33.01,3,10,64549.0TLF,Environmental,Positive,4.000043427276863,0.5,0.5
442,Lactococcus lactis,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,310,64549,LR,T,2.99,3.67,3.82,8.29,12.52874,655,-0.42,0.0,655000,19.3211353810869,1,32.0,31.6,31.78,33.1,30.4,31.93,3,10,64549.0TLR,Environmental,Positive,4.000043427276863,0.3999999999999986,0.3999999999999986
443,Lactococcus lactis,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,310,64549,RF,T,5.79,3.45,4.1,8.38,14.16905,294,0.26,0.03,294000,18.16545662949845,1,34.0,33.5,33.81,34.1,32.3,33.31,3,10,64549.0TRF,Environmental,Positive,4.000043427276863,0.5,0.5
444,Lactococcus lactis,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,310,64549,RR,T,2.83,2.99,3.59,7.34,11.96664,455,0.51,0.01,455000,18.79550701974815,1,32.2,31.6,31.99,33.1,28.4,31.85,3,10,64549.0TRR,Environmental,Positive,4.000043427276863,0.6000000000000014,0.6000000000000014
445,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: 6,400 CFU/ml",6400,,410,65036,LF,C,1.3,3.68,4.61,9.13,15.9561,271,-0.26,0.02,271000,18.04793332601596,1,35.3,33.0,34.85,35.6,29.6,33.84,4,10,65036.0CLF,Contagious,Positive,3.8062478271957905,2.299999999999997,2.299999999999997
446,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: 6,400 CFU/ml",6400,,410,65036,LR,C,1.86,3.59,4.24,8.62,15.00597,1534,-0.15,0.01,1534000,20.54886705216502,1,33.5,32.6,33.2,33.5,30.4,32.54,4,10,65036.0CLR,Contagious,Positive,3.8062478271957905,0.8999999999999986,0.8999999999999986
447,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: 6,400 CFU/ml",6400,,410,65036,RF,C,1.99,3.55,4.44,8.8,16.24681,808,0.01,0.04,808000,19.62399576741388,1,33.7,33.2,33.0,33.8,27.4,32.98,4,10,65036.0CRF,Contagious,Positive,3.8062478271957905,0.5,0.5
448,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: 6,400 CFU/ml",6400,,410,65036,RR,C,0.87,3.69,4.78,9.31,16.95317,162,-0.28,0.02,162000,17.30563428754671,0,33.5,30.6,33.02,33.5,28.1,32.37,4,10,65036.0CRR,Contagious,Positive,3.8062478271957905,2.8999999999999986,2.8999999999999986
449,Staphylococcus aureus,Staphylococcus simulans,,,"Colony Count: 6,100 CFU/ml",6100,,425,65036,LF,C,1.5,3.47,4.26,8.54,17.79427,787,-0.07,0.03,787000,19.58600411016957,1,34.3,32.3,33.5,34.5,32.9,33.6,4,25,65036.0CLF,Contagious,Positive,3.7854010249923875,2.0,2.0
450,Staphylococcus aureus,Staphylococcus simulans,,,"Colony Count: 6,100 CFU/ml",6100,,425,65036,LR,C,1.36,3.5,4.55,8.9,19.02013,378,0.11,0.03,378000,18.52802670888316,1,34.4,31.8,33.6,34.3,32.3,33.5,4,25,65036.0CLR,Contagious,Positive,3.7854010249923875,2.599999999999998,2.599999999999998
451,Staphylococcus aureus,Staphylococcus simulans,,,"Colony Count: 6,100 CFU/ml",6100,,425,65036,RF,C,1.04,3.51,4.57,8.93,18.37388,398,-0.06,0.03,398000,18.60240890520573,1,34.7,31.8,33.1,34.7,32.1,33.3,4,25,65036.0CRF,Contagious,Positive,3.7854010249923875,2.900000000000002,2.900000000000002
452,Staphylococcus aureus,Staphylococcus simulans,,,"Colony Count: 6,100 CFU/ml",6100,,425,65036,RR,C,1.21,3.4,4.1,8.31,18.86155,2575,0.03,0.02,2575000,21.29614100162003,1,34.1,31.8,33.3,34.1,31.8,33.3,4,25,65036.0CRR,Contagious,Positive,3.7854010249923875,2.3000000000000007,2.3000000000000007
453,Staphylococcus chromogenes,Mixed Bacterial Growth,,,Colony Count: 800 CFU/ml,800,,325,65139,LF,T,1.96,2.59,2.59,5.84,18.88301,767,0.0,-0.09,767000,19.54886705216502,1,35.3,34.9,35.09,35.7,32.2,34.76,3,25,65139.0TLF,Environmental,Positive,2.9036325160842376,0.3999999999999986,0.3999999999999986
454,Staphylococcus chromogenes,Mixed Bacterial Growth,,,Colony Count: 800 CFU/ml,800,,325,65139,LR,T,2.46,2.84,2.78,6.3,15.48827,949,-0.05,-0.05,949000,19.8560485616832,1,34.2,32.6,33.61,34.6,30.9,32.96,3,25,65139.0TLR,Environmental,Positive,2.9036325160842376,1.6000000000000014,1.6000000000000014
455,Staphylococcus chromogenes,Mixed Bacterial Growth,,,Colony Count: 800 CFU/ml,800,,325,65139,RF,T,2.0,3.01,3.4,7.15,13.20985,529,-0.17,-0.01,529000,19.01290819677611,1,35.6,34.4,35.08,35.7,32.6,34.7,3,25,65139.0TRF,Environmental,Positive,2.9036325160842376,1.2000000000000028,1.2000000000000028
456,Staphylococcus chromogenes,Mixed Bacterial Growth,,,Colony Count: 800 CFU/ml,800,,325,65139,RR,T,2.43,2.8,3.27,6.8,15.1173,292,0.04,-0.01,292000,18.1556088435421,1,33.7,31.7,32.66,34.9,30.2,32.48,3,25,65139.0TRR,Environmental,Positive,2.9036325160842376,2.0000000000000036,2.0000000000000036
457,Staphylococcus aureus,Staphylococcus hyicus,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,110,65538,LF,C,0.99,2.92,4.62,8.44,6.70792,176,0.18,0.02,176000,17.42521590329939,0,36.1,35.3,35.79,36.4,33.2,35.21,1,10,65538.0CLF,Contagious,Positive,4.000043427276863,0.8000000000000043,0.8000000000000043
458,Staphylococcus aureus,Staphylococcus hyicus,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,110,65538,LR,C,1.17,2.98,4.52,8.38,8.11934,894,0.18,0.02,894000,19.76991530584541,1,35.0,29.8,33.55,35.6,29.9,33.87,1,10,65538.0CLR,Contagious,Positive,4.000043427276863,5.199999999999999,5.199999999999999
459,Staphylococcus aureus,Staphylococcus hyicus,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,110,65538,RF,C,0.77,3.05,4.76,8.7,7.2812,5,0.17,0.02,5000,12.28771237954945,0,36.7,35.8,36.43,36.7,33.1,36.01,1,10,65538.0CRF,Contagious,Positive,4.000043427276863,0.9000000000000057,0.9000000000000057
460,Staphylococcus aureus,Staphylococcus hyicus,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,110,65538,RR,C,1.02,2.98,4.56,8.42,7.38109,606,0.2,0.02,606000,19.20895826813504,1,34.7,29.6,33.69,36.0,30.6,34.88,1,10,65538.0CRR,Contagious,Positive,4.000043427276863,5.100000000000001,5.100000000000001
461,Staphylococcus aureus,,,,Colony Count: 100 CFU/ml,100,,310,65549,LR,C,1.29,2.42,2.81,5.99,9.05623,3486,-0.06,0.0,3486000,21.73314113878777,1,34.5,34.0,34.29,34.7,33.0,34.02,3,10,65549.0CLR,Contagious,Positive,2.0043213737826426,0.5,0.5
462,Staphylococcus aureus,,,,Colony Count: 100 CFU/ml,100,,310,65549,RF,C,2.08,2.94,3.9,7.67,12.56868,894,0.18,0.01,894000,19.76991530584541,1,35.8,35.1,35.49,35.9,28.8,34.28,3,10,65549.0CRF,Contagious,Positive,2.0043213737826426,0.6999999999999957,0.6999999999999957
463,Staphylococcus aureus,,,,Colony Count: 100 CFU/ml,100,,310,65549,RR,C,2.12,2.38,2.96,6.1,11.71126,1346,0.08,-0.02,1346000,20.36024697927241,1,35.7,34.8,35.39,35.7,32.9,34.5,3,10,65549.0CRR,Contagious,Positive,2.0043213737826426,0.9000000000000057,0.9000000000000057
464,Staphylococcus aureus,Corynebacterium xerosis,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,325,65549,LF,C,1.13,3.71,4.48,9.02,14.85607,743,-0.53,0.03,743000,19.50300268520068,1,34.0,31.5,32.88,34.0,31.5,32.88,3,25,65549.0CLF,Contagious,Positive,4.000043427276863,2.5,2.5
465,Staphylococcus aureus,Corynebacterium xerosis,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,325,65549,LR,C,2.44,3.32,3.84,7.93,12.69452,2400,-0.11,0.01,2400000,21.19460297515797,1,32.6,32.2,32.4,33.1,28.6,32.13,3,25,65549.0CLR,Contagious,Positive,4.000043427276863,0.3999999999999986,0.3999999999999986
466,Staphylococcus aureus,Corynebacterium xerosis,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,325,65549,RF,C,1.89,3.62,4.21,8.62,11.95345,1963,-0.36,0.03,1963000,20.90462874212826,1,34.4,33.6,34.13,34.4,29.2,32.5,3,25,65549.0CRF,Contagious,Positive,4.000043427276863,0.7999999999999972,0.7999999999999972
467,Staphylococcus aureus,Corynebacterium xerosis,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,325,65549,RR,C,1.58,3.5,4.35,8.68,10.96952,554,-0.36,0.05,554000,19.07952645071128,1,32.1,31.7,31.93,32.8,29.5,31.96,3,25,65549.0CRR,Contagious,Positive,4.000043427276863,0.40000000000000213,0.40000000000000213
468,Staphylococcus aureus,Corynebacterium xerosis,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,65549,LF,.,1.77,3.45,4.53,8.82,18.5483,702,-0.05,0.03,702000,19.42111150496665,1,33.7,30.5,32.6,33.7,31.2,32.8,4,25,65549.0.LF,Contagious,Positive,4.000043427276863,3.200000000000003,3.200000000000003
469,Staphylococcus aureus,Corynebacterium xerosis,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,65549,LR,.,1.69,3.28,4.18,8.29,17.80715,9999,-0.06,0.03,9999000,23.25335238749349,1,34.0,31.2,32.6,33.9,31.2,32.6,4,25,65549.0.LR,Contagious,Positive,4.000043427276863,2.8000000000000007,2.8000000000000007
470,Staphylococcus aureus,Corynebacterium xerosis,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,65549,RF,.,1.64,3.45,4.36,8.65,17.60231,731,-0.06,0.04,731000,19.47951188061452,1,34.1,27.2,32.2,34.1,31.1,32.7,4,25,65549.0.RF,Contagious,Positive,4.000043427276863,6.900000000000002,6.900000000000002
471,Staphylococcus aureus,Corynebacterium xerosis,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,65549,RR,.,0.98,2.21,2.07,4.94,12.91995,9999,-0.31,-0.02,9999000,23.25335238749349,1,34.5,30.9,32.9,33.3,32.0,32.7,4,25,65549.0.RR,Contagious,Positive,4.000043427276863,3.6000000000000014,3.6000000000000014
472,Mixed Bacterial Growth,,,,<1+ (very low growth); This sample is possibly contaminated.,1,,40,65903,LF,LT,1.19,2.56,4.41,7.88,2.40394,306,0.02,-0.03,306000,18.22317212735474,1,34.4,30.4,32.5,34.2,30.9,33.4,4,0,65903.0LTLF,Environmental,Positive,0.3010299956639812,4.0,4.0
473,Mixed Bacterial Growth,,,,<1+ (very low growth); This sample is possibly contaminated.,1,,40,65903,LR,LT,1.14,2.53,4.45,7.88,7.58231,133,0.32,0.0,133000,17.02106672016328,0,34.1,32.2,33.1,34.3,30.8,33.3,4,0,65903.0LTLR,Environmental,Positive,0.3010299956639812,1.8999999999999986,1.8999999999999986
474,Mixed Bacterial Growth,,,,<1+ (very low growth); This sample is possibly contaminated.,1,,40,65903,RF,LT,0.5,2.58,4.55,8.04,8.06066,34,0.18,-0.01,34000,15.05324712591243,0,34.5,31.3,33.6,33.8,31.5,33.0,4,0,65903.0LTRF,Environmental,Positive,0.3010299956639812,3.1999999999999993,3.1999999999999993
475,Mixed Bacterial Growth,,,,<1+ (very low growth); This sample is possibly contaminated.,1,,40,65903,RR,LT,0.82,2.54,4.48,7.93,6.5263,29,0.2,-0.02,29000,14.82376527978966,0,33.5,31.3,32.5,33.5,31.0,32.4,4,0,65903.0LTRR,Environmental,Positive,0.3010299956639812,2.1999999999999993,2.1999999999999993
476,Staphylococcus chromogenes,,,,Colony Count: 100 CFU/ml,100,,410,65903,LF,LT,0.92,2.78,4.76,8.43,11.39482,137,0.29,0.0,137000,17.06381636762261,0,35.03,33.9,34.89,35.3,32.6,34.04,4,10,65903.0LTLF,Environmental,Positive,2.0043213737826426,1.1300000000000026,1.1300000000000026
477,Staphylococcus chromogenes,,,,Colony Count: 100 CFU/ml,100,,410,65903,LR,LT,0.73,2.94,4.92,8.74,12.27796,32,0.3,0.01,32000,14.96578428466209,0,34.3,30.2,33.05,34.3,29.5,32.72,4,10,65903.0LTLR,Environmental,Positive,2.0043213737826426,4.099999999999998,4.099999999999998
478,Staphylococcus chromogenes,,,,Colony Count: 100 CFU/ml,100,,410,65903,RF,LT,0.62,2.82,4.76,8.46,13.21126,19,0.27,0.0,19000,14.21371179810567,0,35.5,35.1,35.26,35.5,32.2,34.74,4,10,65903.0LTRF,Environmental,Positive,2.0043213737826426,0.3999999999999986,0.3999999999999986
479,Staphylococcus chromogenes,,,,Colony Count: 100 CFU/ml,100,,410,65903,RR,LT,0.65,2.92,4.93,8.74,13.64148,9,0.32,0.01,9000,13.1357092861044,0,34.8,33.5,34.25,35.0,27.1,32.82,4,10,65903.0LTRR,Environmental,Positive,2.0043213737826426,1.2999999999999972,1.2999999999999972
480,Corynebacterium bovis,Lactococcus sp.,,,Colony Count: 500 CFU/ml,500,,425,65903,LF,LT,3.29,2.69,4.15,7.7,13.88183,432,0.58,0.02,432000,18.72067178682556,1,35.8,34.0,34.8,35.8,33.8,35.0,4,25,65903.0LTLF,Contagious,Positive,2.699837725867246,1.7999999999999972,1.7999999999999972
481,Corynebacterium bovis,Lactococcus sp.,,,Colony Count: 500 CFU/ml,500,,425,65903,LR,LT,0.63,2.81,4.69,8.4,13.03309,21,0.18,0.0,21000,14.35810170744085,0,34.7,33.0,33.9,35.1,33.3,34.2,4,25,65903.0LTLR,Contagious,Positive,2.699837725867246,1.7000000000000028,1.7000000000000028
482,Corynebacterium bovis,Lactococcus sp.,,,Colony Count: 500 CFU/ml,500,,425,65903,RF,LT,1.74,2.73,4.11,7.68,13.57531,149,0.35,0.0,149000,17.18495280512425,0,34.7,32.6,33.8,35.1,33.0,34.2,4,25,65903.0LTRF,Contagious,Positive,2.699837725867246,2.1000000000000014,2.1000000000000014
483,Corynebacterium bovis,Lactococcus sp.,,,Colony Count: 500 CFU/ml,500,,425,65903,RR,LT,0.52,2.8,4.72,8.42,14.26965,8,0.16,0.0,8000,12.96578428466209,0,34.3,32.7,33.4,35.1,32.1,33.8,4,25,65903.0LTRR,Contagious,Positive,2.699837725867246,1.5999999999999943,1.5999999999999943
484,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,110,89670,LF,T,1.31,2.83,4.97,8.73,8.09285,14,0.61,0.04,14000,13.77313920671969,0,33.1,32.0,32.59,33.1,30.8,32.35,1,10,89670.0TLF,Contagious,Positive,4.000043427276863,1.1000000000000014,1.1000000000000014
485,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,110,89670,LR,T,0.56,3.07,3.86,7.73,10.21664,6919,0.14,-0.02,6919000,22.72213211017867,1,37.1,36.7,36.99,37.2,30.9,35.89,1,10,89670.0TLR,Contagious,Positive,4.000043427276863,0.3999999999999986,0.3999999999999986
486,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,110,89670,RF,T,0.62,2.9,5.0,8.83,7.06742,1,0.45,0.03,1000,9.965784284662087,0,36.9,34.7,36.08,36.9,31.0,35.08,1,10,89670.0TRF,Contagious,Positive,4.000043427276863,2.1999999999999957,2.1999999999999957
487,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,110,89670,RR,T,0.77,2.89,4.99,8.8,7.41037,70,0.5,0.03,70000,16.09506730160705,0,34.9,27.5,33.09,34.8,32.9,34.07,1,10,89670.0TRR,Contagious,Positive,4.000043427276863,7.399999999999999,7.399999999999999
488,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,89698,LF,C,0.71,4.84,3.91,9.47,17.3301,2182,-1.0,0.05,2182000,21.0572196709857,1,30.6,28.1,29.3,31.3,28.1,29.4,4,25,89698.0CLF,Contagious,Positive,4.000043427276863,2.5,2.5
489,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,89698,LR,C,0.4,5.36,4.29,10.38,19.93181,23,-0.89,0.08,23000,14.4893462407191,0,31.5,29.0,30.2,31.9,28.2,30.0,4,25,89698.0CLR,Contagious,Positive,4.000043427276863,2.5,2.5
490,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,89698,RR,C,0.29,5.13,4.35,10.23,19.11694,6,-0.71,0.08,6000,12.55074678538324,0,34.6,30.1,32.8,33.1,29.8,30.6,4,25,89698.0CRR,Contagious,Positive,4.000043427276863,4.5,4.5
491,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Counts: 2,800 CFU/mL",2800,,410,89914,LF,LT,1.89,2.68,2.21,5.5,23.06622,1768,-0.01,-0.15,1768000,20.75368684405352,1,31.0,29.0,30.27,31.1,27.1,29.6,4,10,89914.0LTLF,Contagious,Positive,3.4473131088235682,2.0,2.0
492,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Counts: 2,800 CFU/mL",2800,,410,89914,LR,LT,1.34,3.11,4.3,8.23,10.40469,1125,0.03,0.02,1125000,20.10149357076649,1,33.9,33.1,33.61,33.9,30.7,32.79,4,10,89914.0LTLR,Contagious,Positive,3.4473131088235682,0.7999999999999972,0.7999999999999972
493,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Counts: 2,800 CFU/mL",2800,,410,89914,RF,LT,2.14,2.86,3.66,7.29,15.00779,451,0.29,-0.01,451000,18.78276790791747,1,30.4,28.9,29.8,31.6,27.1,29.6,4,10,89914.0LTRF,Contagious,Positive,3.4473131088235682,1.5,1.5
494,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Counts: 2,800 CFU/mL",2800,,410,89914,RR,LT,0.93,3.4,4.78,9.04,13.10429,40,0.0,0.03,40000,15.28771237954945,0,33.9,30.6,33.35,33.9,28.7,32.37,4,10,89914.0LTRR,Contagious,Positive,3.4473131088235682,3.299999999999997,3.299999999999997
495,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,89914,LF,LT,2.48,3.25,3.92,7.96,17.21719,974,0.36,0.02,974000,19.89356224674443,1,30.2,27.7,29.1,29.9,27.7,28.9,4,25,89914.0LTLF,Contagious,Positive,4.000043427276863,2.5,2.5
496,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,89914,LR,LT,1.44,3.41,4.52,8.78,13.48597,305,0.01,0.03,305000,18.21844971711234,1,33.3,30.6,31.8,33.3,28.3,31.4,4,25,89914.0LTLR,Contagious,Positive,4.000043427276863,2.6999999999999957,2.6999999999999957
497,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,89914,RF,LT,1.98,3.32,4.49,8.65,15.59187,113,0.34,0.04,113000,16.78596324707728,0,29.6,27.7,28.6,29.7,28.3,28.9,4,25,89914.0LTRF,Contagious,Positive,4.000043427276863,1.9000000000000021,1.9000000000000021
498,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,89914,RR,LT,0.85,3.49,4.9,9.27,15.21011,10,0.03,0.02,10000,13.28771237954945,0,31.6,29.9,30.9,32.3,27.9,30.7,4,25,89914.0LTRR,Contagious,Positive,4.000043427276863,1.7000000000000028,1.7000000000000028
507,Bacillus sp.,,,,Colony Count: 300 colony forming units/mL.,300,,20,90073,LF,C,0.65,3.14,4.81,8.84,11.59518,1,0.27,0.02,1000,9.965784284662087,0,35.5,34.0,34.73,35.5,31.6,34.53,2,0,90073.0CLF,Environmental,Positive,2.4785664955938436,1.5,1.5
508,Bacillus sp.,,,,Colony Count: 300 colony forming units/mL.,300,,20,90073,LR,C,1.04,3.22,4.04,8.07,11.71338,2841,0.13,0.02,2841000,21.43796740085163,1,34.7,32.0,34.06,34.7,28.0,33.28,2,0,90073.0CLR,Environmental,Positive,2.4785664955938436,2.700000000000003,2.700000000000003
509,Bacillus sp.,,,,Colony Count: 300 colony forming units/mL.,300,,20,90073,RF,C,0.77,3.15,4.81,8.86,12.30442,12,0.31,0.02,12000,13.55074678538324,0,34.4,33.0,33.83,35.1,31.2,34.06,2,0,90073.0CRF,Environmental,Positive,2.4785664955938436,1.3999999999999986,1.3999999999999986
510,Bacillus sp.,,,,Colony Count: 300 colony forming units/mL.,300,,20,90073,RR,C,1.27,3.13,4.7,8.71,11.84517,37,0.39,0.03,37000,15.17523765029104,0,35.1,31.6,34.29,35.1,27.0,33.53,2,0,90073.0CRR,Environmental,Positive,2.4785664955938436,3.5,3.5
515,Micrococcus luteus,Mixed Bacterial Growth,,,Colony Count: 500 CFU/ml,500,,40,90580,LF,LT,0.92,3.17,4.76,8.84,12.96589,113,0.18,0.02,113000,16.78596324707728,0,34.1,33.2,33.9,34.8,31.5,33.2,4,0,90580.0LTLF,Environmental,Positive,2.699837725867246,0.8999999999999986,0.8999999999999986
516,Micrococcus luteus,Mixed Bacterial Growth,,,Colony Count: 500 CFU/ml,500,,40,90580,LR,LT,1.08,3.24,4.96,9.13,14.26827,1,0.41,0.04,1000,9.965784284662087,0,34.0,32.1,33.5,35.1,32.8,34.2,4,0,90580.0LTLR,Environmental,Positive,2.699837725867246,1.8999999999999986,1.8999999999999986
517,Micrococcus luteus,Mixed Bacterial Growth,,,Colony Count: 500 CFU/ml,500,,40,90580,RF,LT,0.85,3.21,4.81,8.93,14.06179,38,0.27,0.03,38000,15.21371179810567,0,35.9,34.1,35.3,34.9,32.9,34.3,4,0,90580.0LTRF,Environmental,Positive,2.699837725867246,1.7999999999999972,1.7999999999999972
518,Micrococcus luteus,Mixed Bacterial Growth,,,Colony Count: 500 CFU/ml,500,,40,90580,RR,LT,0.96,3.2,4.88,9.0,13.70952,29,0.38,0.05,29000,14.82376527978966,0,33.4,32.8,32.1,34.8,32.1,33.7,4,0,90580.0LTRR,Environmental,Positive,2.699837725867246,0.6000000000000014,0.6000000000000014
523,Brachybacterium sp.,Mixed Bacterial Growth,,,Colony Count: 200 CFU/ml,200,,425,90580,LF,LT,0.99,3.41,4.78,9.07,14.14807,61,-0.13,0.02,61000,15.89652162222498,0,34.5,32.0,33.6,33.9,31.5,32.7,4,25,90580.0LTLF,Environmental,Positive,2.303196057420489,2.5,2.5
524,Brachybacterium sp.,Mixed Bacterial Growth,,,Colony Count: 200 CFU/ml,200,,425,90580,LR,LT,0.48,3.36,4.63,8.86,14.62634,45,-0.18,0.02,45000,15.45763738099176,0,33.1,30.2,32.2,34.1,33.0,33.5,4,25,90580.0LTLR,Environmental,Positive,2.303196057420489,2.900000000000002,2.900000000000002
525,Brachybacterium sp.,Mixed Bacterial Growth,,,Colony Count: 200 CFU/ml,200,,425,90580,RF,LT,0.77,3.42,4.83,9.13,14.70287,4,-0.21,0.02,4000,11.96578428466209,0,33.7,31.8,32.9,33.1,30.4,32.4,4,25,90580.0LTRF,Environmental,Positive,2.303196057420489,1.9000000000000021,1.9000000000000021
526,Brachybacterium sp.,Mixed Bacterial Growth,,,Colony Count: 200 CFU/ml,200,,425,90580,RR,LT,0.23,3.69,4.59,9.12,15.64803,93,-0.22,0.03,93000,16.50494309577012,0,34.3,30.9,32.6,34.1,32.3,33.3,4,25,90580.0LTRR,Environmental,Positive,2.303196057420489,3.3999999999999986,3.3999999999999986
527,Staphylococcus chromogenes,,,,"Colony Count: 3,500 colony forming units/mL.",3500,,110,91122,LF,T,0.61,2.92,4.45,8.23,5.77674,1,-0.13,0.0,1000,9.965784284662087,0,33.9,32.4,33.12,34.2,32.6,33.72,1,10,91122.0TLF,Environmental,Positive,3.5441921107650325,1.5,1.5
528,Staphylococcus chromogenes,,,,"Colony Count: 3,500 colony forming units/mL.",3500,,110,91122,LR,T,0.74,2.91,4.38,8.15,5.73631,210,-0.08,0.01,210000,17.68002980232821,0,35.7,35.4,35.6,35.7,29.0,34.67,1,10,91122.0TLR,Environmental,Positive,3.5441921107650325,0.30000000000000426,0.30000000000000426
529,Staphylococcus chromogenes,,,,"Colony Count: 3,500 colony forming units/mL.",3500,,110,91122,RF,T,0.64,2.58,3.95,7.35,5.52665,1786,-0.07,0.01,1786000,20.76830064978331,1,36.0,34.4,35.39,36.2,34.5,35.56,1,10,91122.0TRF,Environmental,Positive,3.5441921107650325,1.6000000000000014,1.6000000000000014
530,Staphylococcus chromogenes,,,,"Colony Count: 3,500 colony forming units/mL.",3500,,110,91122,RR,T,0.73,2.92,4.51,8.3,5.69635,5,-0.06,0.01,5000,12.28771237954945,0,34.5,34.5,34.5,35.6,28.0,34.36,1,10,91122.0TRR,Environmental,Positive,3.5441921107650325,0.0,0.0
